,user,movie,rating
2797,42.0,283.0,5.0
2798,206.0,202.0,3.0
2799,233.0,484.0,3.0
2800,200.0,586.0,4.0
2801,285.0,688.0,5.0
2802,68.0,11.0,5.0
2803,236.0,493.0,4.0
2804,84.0,132.0,4.0
2805,275.0,84.0,3.0
2806,310.0,365.0,5.0
2807,319.0,398.0,3.0
2808,113.0,174.0,5.0
2809,41.0,120.0,4.0
2810,6.0,679.0,4.0
2811,153.0,301.0,4.0
2812,105.0,659.0,4.0
2813,312.0,70.0,4.0
2814,89.0,525.0,5.0
2815,93.0,185.0,4.0
2816,223.0,42.0,3.0
2817,43.0,229.0,2.0
2818,228.0,314.0,1.0
2819,150.0,479.0,5.0
2820,310.0,504.0,4.0
2821,319.0,201.0,4.0
2822,112.0,328.0,3.0
2823,254.0,858.0,3.0
2824,192.0,826.0,2.0
2825,275.0,788.0,3.0
2826,258.0,749.0,4.0
2827,203.0,171.0,3.0
2828,77.0,411.0,4.0
2829,84.0,97.0,4.0
2830,278.0,392.0,1.0
2831,221.0,322.0,3.0
2832,287.0,126.0,5.0
2833,41.0,605.0,3.0
2834,24.0,728.0,4.0
2835,118.0,212.0,5.0
2836,115.0,184.0,3.0
2837,122.0,12.0,3.0
2838,314.0,656.0,4.0
2839,141.0,242.0,1.0
2840,12.0,479.0,3.0
2841,200.0,325.0,2.0
2842,42.0,630.0,2.0
2843,194.0,386.0,4.0
2844,94.0,173.0,5.0
2845,129.0,331.0,4.0
2846,232.0,481.0,4.0
2847,43.0,529.0,5.0
2848,291.0,85.0,4.0
2849,175.0,293.0,2.0
2850,156.0,404.0,3.0
2851,206.0,786.0,3.0
2852,238.0,203.0,3.0
2853,250.0,143.0,5.0
2854,268.0,922.0,4.0
2855,177.0,147.0,4.0
2856,137.0,120.0,4.0
2857,29.0,81.0,4.0
2858,301.0,244.0,2.0
2859,33.0,689.0,4.0
2860,291.0,275.0,5.0
2861,270.0,10.0,4.0
2862,68.0,174.0,3.0
2863,41.0,455.0,3.0
2864,310.0,567.0,5.0
2865,182.0,240.0,4.0
2866,268.0,410.0,1.0
2867,287.0,195.0,5.0
2868,267.0,41.0,4.0
2869,307.0,633.0,4.0
2870,307.0,165.0,3.0
2871,56.0,830.0,1.0
2872,206.0,409.0,3.0
2873,270.0,210.0,5.0
2874,15.0,143.0,5.0
2875,89.0,602.0,5.0
2876,208.0,407.0,4.0
2877,298.0,237.0,4.0
2878,278.0,1227.0,4.0
2879,127.0,139.0,4.0
2880,306.0,172.0,5.0
2881,166.0,391.0,1.0
2882,21.0,790.0,1.0
2883,290.0,158.0,4.0
2884,193.0,704.0,2.0
2885,9.0,488.0,4.0
2886,94.0,127.0,3.0
2887,9.0,656.0,4.0
2888,58.0,854.0,4.0
2889,123.0,10.0,5.0
2890,6.0,132.0,5.0
2891,255.0,691.0,5.0
2892,84.0,628.0,3.0
2893,270.0,1265.0,2.0
2894,275.0,1415.0,3.0
2895,154.0,987.0,2.0
2896,317.0,475.0,4.0
2897,306.0,257.0,5.0
2898,27.0,6.0,5.0
2899,235.0,728.0,5.0
2900,37.0,671.0,3.0
2901,6.0,92.0,5.0
2902,254.0,216.0,2.0
2903,183.0,728.0,3.0
2904,153.0,174.0,5.0
2905,310.0,402.0,4.0
2906,115.0,300.0,3.0
2907,93.0,228.0,3.0
2908,220.0,507.0,4.0
2909,94.0,635.0,1.0
2910,43.0,55.0,2.0
2911,304.0,202.0,4.0
2912,206.0,507.0,4.0
2913,129.0,160.0,4.0
2914,97.0,162.0,3.0
2915,327.0,8.0,4.0
2916,177.0,217.0,3.0
2917,292.0,292.0,4.0
2918,161.0,741.0,4.0
2919,127.0,78.0,4.0
2920,306.0,1410.0,4.0
2921,268.0,513.0,4.0
2922,194.0,185.0,3.0
2923,326.0,532.0,4.0
2924,188.0,90.0,3.0
2925,205.0,1393.0,1.0
2926,94.0,142.0,4.0
2927,30.0,681.0,2.0
2928,93.0,156.0,5.0
2929,72.0,587.0,2.0
2930,255.0,818.0,4.0
2931,290.0,365.0,3.0
2932,221.0,152.0,4.0
2933,206.0,97.0,4.0
2934,221.0,297.0,4.0
2935,285.0,150.0,5.0
2936,115.0,261.0,3.0
2937,6.0,173.0,5.0
2938,147.0,494.0,4.0
2939,310.0,494.0,4.0
2940,177.0,254.0,4.0
2941,180.0,596.0,3.0
2942,122.0,846.0,4.0
2943,290.0,76.0,4.0
2944,236.0,527.0,5.0
2945,139.0,300.0,3.0
2946,289.0,221.0,4.0
2947,176.0,78.0,4.0
2948,64.0,201.0,4.0
2949,310.0,180.0,4.0
2950,124.0,795.0,3.0
2951,76.0,167.0,4.0
2952,57.0,959.0,4.0
2953,116.0,404.0,5.0
2954,247.0,126.0,5.0
2955,4.0,422.0,4.0
2956,253.0,285.0,1.0
2957,288.0,6.0,4.0
2958,240.0,293.0,3.0
2959,212.0,689.0,3.0
2960,98.0,507.0,4.0
2961,274.0,522.0,4.0
2962,167.0,283.0,2.0
2963,27.0,379.0,4.0
2964,143.0,30.0,3.0
2965,197.0,650.0,4.0
2966,180.0,1092.0,1.0
2967,220.0,267.0,5.0
2968,266.0,738.0,4.0
2969,128.0,302.0,3.0
2970,300.0,495.0,5.0
2971,93.0,32.0,3.0
2972,317.0,63.0,4.0
2973,297.0,476.0,4.0
2974,289.0,475.0,3.0
2975,15.0,941.0,4.0
2976,129.0,814.0,3.0
2977,180.0,303.0,1.0
2978,177.0,124.0,4.0
2979,41.0,505.0,3.0
2980,319.0,283.0,4.0
2981,137.0,150.0,4.0
2982,196.0,848.0,3.0
2983,214.0,156.0,4.0
2984,93.0,1118.0,4.0
2985,292.0,723.0,3.0
2986,78.0,245.0,5.0
2987,278.0,1491.0,4.0
2988,188.0,29.0,4.0
2989,232.0,805.0,4.0
2990,197.0,23.0,2.0
2991,221.0,171.0,5.0
2992,275.0,300.0,4.0
2993,69.0,416.0,3.0
2994,304.0,14.0,1.0
2995,200.0,369.0,1.0
2996,56.0,408.0,4.0
2997,12.0,313.0,1.0
2998,205.0,244.0,1.0
2999,124.0,172.0,5.0
3000,127.0,142.0,5.0
3001,91.0,762.0,3.0
3002,64.0,55.0,3.0
3003,235.0,505.0,5.0
3004,261.0,76.0,2.0
3005,89.0,957.0,4.0
3006,143.0,90.0,2.0
3007,62.0,840.0,1.0
3008,322.0,116.0,3.0
3009,196.0,175.0,5.0
3010,276.0,272.0,5.0
3011,175.0,287.0,3.0
3012,37.0,837.0,2.0
3013,98.0,545.0,4.0
3014,325.0,185.0,4.0
3015,58.0,662.0,4.0
3016,58.0,701.0,5.0
3017,25.0,14.0,4.0
3018,6.0,181.0,4.0
3019,111.0,353.0,3.0
3020,108.0,153.0,2.0
3021,120.0,404.0,2.0
3022,292.0,166.0,3.0
3023,296.0,197.0,3.0
3024,275.0,10.0,5.0
3025,221.0,209.0,4.0
3026,286.0,91.0,4.0
3027,61.0,442.0,3.0
3028,105.0,702.0,4.0
3029,275.0,1217.0,4.0
3030,229.0,209.0,5.0
3031,245.0,183.0,4.0
3032,21.0,510.0,4.0
3033,164.0,257.0,5.0
3034,160.0,173.0,2.0
3035,108.0,88.0,4.0
3036,304.0,86.0,1.0
3037,194.0,180.0,5.0
3038,6.0,192.0,5.0
3039,325.0,479.0,4.0
3040,76.0,124.0,3.0
3041,84.0,57.0,4.0
3042,185.0,587.0,4.0
3043,255.0,279.0,5.0
3044,83.0,528.0,5.0
3045,73.0,287.0,3.0
3046,101.0,431.0,3.0
3047,193.0,769.0,4.0
3048,266.0,113.0,5.0
3049,0.0,91.0,3.0
3050,15.0,503.0,5.0
3051,210.0,299.0,2.0
3052,89.0,30.0,4.0
3053,233.0,656.0,4.0
3054,59.0,1019.0,4.0
3055,91.0,946.0,4.0
3056,157.0,0.0,4.0
3057,86.0,999.0,3.0
3058,275.0,103.0,1.0
3059,0.0,227.0,5.0
3060,41.0,142.0,4.0
3061,42.0,25.0,5.0
3062,298.0,1321.0,3.0
3063,129.0,199.0,5.0
3064,306.0,70.0,5.0
3065,146.0,338.0,5.0
3066,310.0,228.0,5.0
3067,295.0,285.0,5.0
3068,216.0,81.0,5.0
3069,79.0,885.0,4.0
3070,313.0,8.0,4.0
3071,63.0,526.0,4.0
3072,248.0,78.0,5.0
3073,20.0,297.0,5.0
3074,67.0,117.0,2.0
3075,214.0,150.0,5.0
3076,304.0,237.0,3.0
3077,307.0,416.0,3.0
3078,101.0,117.0,3.0
3079,188.0,119.0,1.0
3080,111.0,749.0,4.0
3081,129.0,621.0,3.0
3082,187.0,473.0,4.0
3083,55.0,584.0,3.0
3084,55.0,229.0,5.0
3085,19.0,10.0,2.0
3086,19.0,175.0,2.0
3087,221.0,24.0,3.0
3088,48.0,147.0,1.0
3089,306.0,430.0,4.0
3090,143.0,312.0,5.0
3091,22.0,403.0,4.0
3092,143.0,960.0,3.0
3093,159.0,2.0,3.0
3094,21.0,226.0,4.0
3095,78.0,507.0,3.0
3096,17.0,646.0,4.0
3097,150.0,480.0,3.0
3098,311.0,479.0,5.0
3099,255.0,28.0,4.0
3100,157.0,567.0,4.0
3101,310.0,140.0,4.0
3102,302.0,178.0,5.0
3103,24.0,477.0,5.0
3104,194.0,406.0,2.0
3105,151.0,146.0,3.0
3106,144.0,1000.0,4.0
3107,150.0,259.0,1.0
3108,193.0,575.0,2.0
3109,270.0,623.0,2.0
3110,161.0,120.0,4.0
3111,312.0,64.0,2.0
3112,5.0,531.0,3.0
3113,21.0,432.0,3.0
3114,12.0,914.0,5.0
3115,326.0,460.0,3.0
3116,199.0,401.0,4.0
3117,270.0,21.0,5.0
3118,268.0,477.0,4.0
3119,314.0,430.0,2.0
3120,177.0,120.0,5.0
3121,209.0,501.0,3.0
3122,75.0,134.0,5.0
3123,317.0,647.0,5.0
3124,278.0,1290.0,4.0
3125,74.0,120.0,4.0
3126,89.0,617.0,5.0
3127,43.0,173.0,5.0
3128,292.0,728.0,2.0
3129,216.0,194.0,5.0
3130,223.0,707.0,2.0
3131,245.0,120.0,4.0
3132,283.0,905.0,3.0
3133,300.0,171.0,5.0
3134,243.0,30.0,4.0
3135,94.0,394.0,3.0
3136,302.0,329.0,3.0
3137,197.0,639.0,3.0
3138,255.0,801.0,3.0
3139,45.0,689.0,5.0
3140,304.0,208.0,5.0
3141,82.0,363.0,1.0
3142,223.0,1207.0,1.0
3143,294.0,66.0,4.0
3144,115.0,247.0,3.0
3145,200.0,36.0,2.0
3146,154.0,747.0,2.0
3147,317.0,507.0,4.0
3148,273.0,287.0,4.0
3149,262.0,332.0,2.0
3150,144.0,171.0,5.0
3151,187.0,190.0,3.0
3152,118.0,312.0,5.0
3153,269.0,305.0,5.0
3154,261.0,90.0,3.0
3155,130.0,844.0,4.0
3156,249.0,259.0,4.0
3157,32.0,306.0,3.0
3158,36.0,182.0,4.0
3159,5.0,210.0,5.0
3160,84.0,516.0,5.0
3161,307.0,163.0,4.0
3162,41.0,745.0,3.0
3163,101.0,1024.0,2.0
3164,310.0,69.0,4.0
3165,180.0,1321.0,1.0
3166,16.0,507.0,3.0
3167,173.0,395.0,1.0
3168,124.0,149.0,1.0
3169,180.0,1363.0,1.0
3170,234.0,510.0,5.0
3171,0.0,265.0,1.0
3172,294.0,726.0,5.0
3173,55.0,193.0,5.0
3174,82.0,1034.0,4.0
3175,99.0,354.0,4.0
3176,105.0,827.0,2.0
3177,269.0,326.0,5.0
3178,180.0,679.0,1.0
3179,114.0,227.0,4.0
3180,285.0,770.0,2.0
3181,233.0,150.0,3.0
3182,15.0,91.0,4.0
3183,129.0,409.0,5.0
3184,270.0,120.0,2.0
3185,319.0,1156.0,4.0
3186,188.0,461.0,5.0
3187,312.0,30.0,4.0
3188,48.0,237.0,4.0
3189,59.0,78.0,4.0
3190,12.0,225.0,4.0
3191,0.0,120.0,4.0
3192,149.0,245.0,5.0
3193,12.0,547.0,3.0
3194,178.0,750.0,1.0
3195,221.0,425.0,1.0
3196,6.0,613.0,5.0
3197,156.0,1131.0,3.0
3198,192.0,367.0,1.0
3199,129.0,992.0,5.0
3200,165.0,321.0,5.0
3201,61.0,3.0,4.0
3202,252.0,182.0,5.0
3203,260.0,116.0,4.0
3204,268.0,1019.0,4.0
3205,268.0,135.0,4.0
3206,321.0,196.0,5.0
3207,6.0,646.0,5.0
3208,111.0,747.0,3.0
3209,169.0,244.0,5.0
3210,270.0,822.0,3.0
3211,293.0,287.0,5.0
3212,150.0,521.0,5.0
3213,310.0,212.0,4.0
3214,25.0,256.0,3.0
3215,290.0,626.0,4.0
3216,25.0,6.0,3.0
3217,220.0,467.0,3.0
3218,317.0,203.0,5.0
3219,86.0,995.0,3.0
3220,278.0,87.0,1.0
3221,278.0,561.0,3.0
3222,206.0,13.0,4.0
3223,278.0,162.0,5.0
3224,229.0,237.0,1.0
3225,93.0,234.0,4.0
3226,292.0,930.0,1.0
3227,120.0,85.0,5.0
3228,197.0,179.0,3.0
3229,291.0,652.0,4.0
3230,91.0,780.0,3.0
3231,290.0,571.0,3.0
3232,47.0,689.0,4.0
3233,101.0,263.0,2.0
3234,0.0,113.0,5.0
3235,179.0,78.0,3.0
3236,254.0,878.0,3.0
3237,249.0,1.0,4.0
3238,118.0,715.0,5.0
3239,100.0,281.0,3.0
3240,243.0,219.0,2.0
3241,66.0,0.0,3.0
3242,290.0,98.0,4.0
3243,58.0,237.0,5.0
3244,310.0,72.0,4.0
3245,176.0,918.0,4.0
3246,0.0,131.0,4.0
3247,143.0,777.0,4.0
3248,0.0,73.0,1.0
3249,267.0,67.0,4.0
3250,231.0,704.0,5.0
3251,48.0,757.0,1.0
3252,101.0,312.0,3.0
3253,278.0,1092.0,4.0
3254,278.0,1492.0,1.0
3255,21.0,172.0,5.0
3256,121.0,714.0,5.0
3257,144.0,314.0,5.0
3258,118.0,1100.0,5.0
3259,260.0,258.0,4.0
3260,0.0,133.0,4.0
3261,93.0,44.0,5.0
3262,329.0,10.0,4.0
3263,290.0,740.0,5.0
3264,5.0,179.0,4.0
3265,187.0,87.0,4.0
3266,298.0,920.0,3.0
3267,252.0,202.0,4.0
3268,214.0,193.0,4.0
3269,290.0,272.0,3.0
3270,302.0,866.0,3.0
3271,5.0,476.0,1.0
3272,306.0,1109.0,4.0
3273,129.0,875.0,4.0
3274,94.0,482.0,3.0
3275,73.0,325.0,4.0
3276,12.0,304.0,4.0
3277,3.0,259.0,4.0
3278,260.0,293.0,4.0
3279,158.0,258.0,4.0
3280,136.0,54.0,5.0
3281,173.0,698.0,5.0
3282,285.0,157.0,3.0
3283,86.0,1182.0,3.0
3284,269.0,229.0,3.0
3285,90.0,171.0,4.0
3286,295.0,271.0,5.0
3287,124.0,482.0,4.0
3288,61.0,1117.0,3.0
3289,327.0,199.0,4.0
3290,295.0,509.0,5.0
3291,233.0,499.0,3.0
3292,236.0,99.0,5.0
3293,149.0,12.0,4.0
3294,300.0,609.0,3.0
3295,150.0,24.0,4.0
3296,270.0,7.0,4.0
3297,86.0,302.0,3.0
3298,292.0,1219.0,2.0
3299,112.0,293.0,4.0
3300,310.0,517.0,3.0
3301,180.0,122.0,2.0
3302,327.0,904.0,3.0
3303,109.0,300.0,2.0
3304,287.0,741.0,3.0
3305,110.0,886.0,3.0
3306,193.0,195.0,3.0
3307,238.0,604.0,4.0
3308,108.0,4.0,3.0
3309,290.0,823.0,4.0
3310,15.0,167.0,4.0
3311,13.0,356.0,2.0
3312,21.0,686.0,1.0
3313,206.0,745.0,4.0
3314,311.0,1298.0,4.0
3315,267.0,249.0,4.0
3316,67.0,410.0,1.0
3317,194.0,886.0,4.0
3318,270.0,49.0,5.0
3319,73.0,8.0,4.0
3320,307.0,801.0,3.0
3321,143.0,65.0,4.0
3322,194.0,13.0,4.0
3323,17.0,198.0,3.0
3324,12.0,917.0,3.0
3325,173.0,40.0,1.0
3326,108.0,158.0,4.0
3327,226.0,292.0,5.0
3328,232.0,356.0,5.0
3329,263.0,474.0,5.0
3330,204.0,677.0,1.0
3331,274.0,1065.0,3.0
3332,55.0,67.0,3.0
3333,77.0,1159.0,5.0
3334,129.0,681.0,4.0
3335,126.0,379.0,5.0
3336,129.0,567.0,5.0
3337,57.0,1099.0,2.0
3338,48.0,472.0,3.0
3339,12.0,272.0,3.0
3340,202.0,335.0,3.0
3341,329.0,135.0,5.0
3342,108.0,194.0,5.0
3343,185.0,405.0,1.0
3344,292.0,147.0,1.0
3345,279.0,1027.0,5.0
3346,142.0,330.0,5.0
3347,182.0,95.0,3.0
3348,59.0,698.0,4.0
3349,177.0,130.0,4.0
3350,296.0,215.0,4.0
3351,58.0,1116.0,4.0
3352,275.0,428.0,5.0
3353,178.0,257.0,5.0
3354,86.0,385.0,2.0
3355,197.0,1168.0,4.0
3356,118.0,53.0,4.0
3357,296.0,19.0,4.0
3358,0.0,97.0,4.0
3359,267.0,204.0,5.0
3360,278.0,173.0,4.0
3361,63.0,186.0,5.0
3362,118.0,1261.0,3.0
3363,74.0,1016.0,5.0
3364,26.0,741.0,3.0
3365,306.0,20.0,4.0
3366,36.0,684.0,3.0
3367,81.0,14.0,3.0
3368,243.0,237.0,5.0
3369,270.0,273.0,3.0
3370,173.0,1013.0,3.0
3371,209.0,134.0,5.0
3372,261.0,257.0,4.0
3373,319.0,67.0,5.0
3374,84.0,659.0,4.0
3375,310.0,347.0,4.0
3376,81.0,207.0,3.0
3377,0.0,185.0,4.0
3378,144.0,367.0,3.0
3379,275.0,400.0,3.0
3380,22.0,212.0,3.0
3381,63.0,514.0,5.0
3382,62.0,236.0,3.0
3383,292.0,226.0,2.0
3384,321.0,31.0,5.0
3385,73.0,284.0,3.0
3386,296.0,201.0,3.0
3387,81.0,215.0,4.0
3388,279.0,144.0,3.0
3389,199.0,226.0,5.0
3390,289.0,20.0,3.0
3391,42.0,819.0,2.0
3392,94.0,572.0,1.0
3393,180.0,19.0,1.0
3394,177.0,925.0,4.0
3395,80.0,475.0,2.0
3396,193.0,409.0,3.0
3397,324.0,401.0,2.0
3398,275.0,346.0,4.0
3399,206.0,132.0,4.0
3400,86.0,134.0,5.0
3401,330.0,6.0,4.0
3402,314.0,7.0,3.0
3403,105.0,434.0,3.0
3404,285.0,82.0,5.0
3405,86.0,156.0,3.0
3406,86.0,162.0,4.0
3407,285.0,654.0,3.0
3408,231.0,7.0,2.0
3409,253.0,379.0,4.0
3410,95.0,90.0,5.0
3411,231.0,0.0,4.0
3412,314.0,97.0,4.0
3413,42.0,552.0,4.0
3414,304.0,678.0,3.0
3415,60.0,689.0,2.0
3416,43.0,664.0,1.0
3417,91.0,1015.0,2.0
3418,167.0,254.0,1.0
3419,275.0,269.0,4.0
3420,327.0,567.0,3.0
3421,221.0,1052.0,3.0
3422,92.0,221.0,4.0
3423,329.0,234.0,5.0
3424,81.0,503.0,4.0
3425,1.0,313.0,1.0
3426,88.0,731.0,5.0
3427,37.0,215.0,5.0
3428,307.0,84.0,4.0
3429,23.0,152.0,4.0
3430,234.0,1463.0,4.0
3431,0.0,220.0,5.0
3432,221.0,714.0,2.0
3433,221.0,68.0,5.0
3434,42.0,113.0,5.0
3435,330.0,485.0,3.0
3436,222.0,321.0,4.0
3437,200.0,451.0,1.0
3438,157.0,270.0,4.0
3439,31.0,248.0,4.0
3440,313.0,89.0,2.0
3441,312.0,244.0,3.0
3442,101.0,575.0,2.0
3443,210.0,525.0,4.0
3444,267.0,424.0,4.0
3445,331.0,769.0,3.0
3446,37.0,507.0,2.0
3447,279.0,974.0,4.0
3448,9.0,462.0,4.0
3449,91.0,385.0,3.0
3450,267.0,373.0,2.0
3451,68.0,257.0,4.0
3452,209.0,95.0,4.0
3453,212.0,143.0,5.0
3454,253.0,49.0,5.0
3455,57.0,271.0,5.0
3456,326.0,209.0,3.0
3457,290.0,384.0,4.0
3458,290.0,323.0,1.0
3459,245.0,595.0,3.0
3460,10.0,713.0,4.0
3461,328.0,99.0,4.0
3462,85.0,257.0,5.0
3463,6.0,620.0,5.0
3464,245.0,79.0,2.0
3465,307.0,480.0,4.0
3466,53.0,819.0,3.0
3467,176.0,650.0,3.0
3468,9.0,654.0,5.0
3469,82.0,630.0,2.0
3470,144.0,992.0,3.0
3471,254.0,184.0,4.0
3472,17.0,606.0,3.0
3473,225.0,179.0,4.0
3474,233.0,615.0,2.0
3475,273.0,24.0,5.0
3476,292.0,155.0,4.0
3477,82.0,475.0,3.0
3478,294.0,172.0,5.0
3479,285.0,1038.0,5.0
3480,41.0,47.0,5.0
3481,207.0,203.0,3.0
3482,231.0,274.0,2.0
3483,266.0,93.0,3.0
3484,270.0,241.0,4.0
3485,124.0,96.0,3.0
3486,322.0,332.0,4.0
3487,304.0,55.0,1.0
3488,144.0,249.0,5.0
3489,37.0,1029.0,5.0
3490,201.0,514.0,1.0
3491,180.0,974.0,2.0
3492,331.0,565.0,4.0
3493,107.0,12.0,3.0
3494,193.0,519.0,5.0
3495,143.0,61.0,2.0
3496,193.0,1182.0,2.0
3497,147.0,171.0,5.0
3498,143.0,1146.0,4.0
3499,268.0,960.0,5.0
3500,289.0,70.0,5.0
3501,248.0,596.0,2.0
3502,64.0,675.0,5.0
3503,300.0,394.0,1.0
3504,266.0,545.0,3.0
3505,206.0,753.0,4.0
3506,200.0,776.0,1.0
3507,313.0,1094.0,3.0
3508,209.0,630.0,5.0
3509,21.0,455.0,1.0
3510,58.0,930.0,2.0
3511,91.0,714.0,4.0
3512,49.0,474.0,5.0
3513,187.0,158.0,3.0
3514,302.0,699.0,3.0
3515,196.0,287.0,3.0
3516,243.0,675.0,4.0
3517,43.0,87.0,2.0
3518,163.0,596.0,4.0
3519,10.0,229.0,4.0
3520,5.0,296.0,3.0
3521,185.0,924.0,5.0
3522,189.0,146.0,4.0
3523,183.0,1136.0,5.0
3524,84.0,268.0,3.0
3525,184.0,126.0,5.0
3526,43.0,256.0,4.0
3527,292.0,483.0,5.0
3528,149.0,0.0,4.0
3529,59.0,178.0,4.0
3530,74.0,146.0,3.0
3531,268.0,639.0,5.0
3532,137.0,492.0,4.0
3533,298.0,270.0,3.0
3534,91.0,927.0,3.0
3535,298.0,23.0,3.0
3536,291.0,182.0,5.0
3537,4.0,393.0,2.0
3538,61.0,558.0,3.0
3539,197.0,548.0,3.0
3540,287.0,1038.0,2.0
3541,151.0,271.0,5.0
3542,41.0,998.0,4.0
3543,63.0,332.0,3.0
3544,98.0,681.0,2.0
3545,58.0,120.0,4.0
3546,134.0,232.0,3.0
3547,6.0,21.0,5.0
3548,23.0,426.0,5.0
3549,143.0,746.0,5.0
3550,260.0,321.0,4.0
3551,200.0,474.0,4.0
3552,132.0,257.0,5.0
3553,109.0,244.0,3.0
3554,4.0,383.0,3.0
3555,138.0,267.0,4.0
3556,111.0,321.0,4.0
3557,233.0,595.0,2.0
3558,300.0,183.0,4.0
3559,290.0,1470.0,3.0
3560,284.0,215.0,3.0
3561,84.0,52.0,3.0
3562,274.0,182.0,3.0
3563,295.0,274.0,4.0
3564,270.0,196.0,4.0
3565,28.0,747.0,2.0
3566,220.0,171.0,5.0
3567,322.0,8.0,4.0
3568,110.0,339.0,4.0
3569,94.0,175.0,3.0
3570,206.0,169.0,4.0
3571,135.0,275.0,5.0
3572,123.0,615.0,4.0
3573,184.0,527.0,4.0
3574,166.0,403.0,3.0
3575,285.0,340.0,5.0
3576,83.0,321.0,3.0
3577,150.0,528.0,5.0
3578,263.0,400.0,5.0
3579,288.0,0.0,3.0
3580,143.0,63.0,5.0
3581,55.0,28.0,3.0
3582,22.0,527.0,4.0
3583,327.0,741.0,4.0
3584,124.0,784.0,3.0
3585,199.0,71.0,4.0
3586,248.0,22.0,4.0
3587,129.0,55.0,5.0
3588,139.0,318.0,4.0
3589,48.0,101.0,2.0
3590,157.0,482.0,5.0
3591,221.0,57.0,3.0
3592,193.0,212.0,2.0
3593,176.0,88.0,5.0
3594,6.0,267.0,3.0
3595,58.0,548.0,4.0
3596,144.0,410.0,2.0
3597,264.0,6.0,2.0
3598,247.0,281.0,2.0
3599,238.0,46.0,2.0
3600,318.0,878.0,5.0
3601,41.0,101.0,5.0
3602,300.0,1034.0,4.0
3603,325.0,68.0,2.0
3604,179.0,66.0,1.0
3605,279.0,98.0,2.0
3606,144.0,681.0,3.0
3607,213.0,78.0,4.0
3608,258.0,209.0,4.0
3609,56.0,863.0,3.0
3610,260.0,596.0,4.0
3611,135.0,297.0,4.0
3612,292.0,704.0,5.0
3613,193.0,469.0,3.0
3614,74.0,495.0,5.0
3615,201.0,171.0,3.0
3616,22.0,182.0,3.0
3617,37.0,402.0,1.0
3618,51.0,1008.0,5.0
3619,94.0,719.0,2.0
3620,64.0,96.0,5.0
3621,206.0,289.0,2.0
3622,200.0,1.0,2.0
3623,189.0,750.0,4.0
3624,161.0,684.0,3.0
3625,220.0,249.0,5.0
3626,91.0,133.0,4.0
3627,48.0,694.0,3.0
3628,101.0,390.0,2.0
3629,5.0,499.0,4.0
3630,151.0,24.0,3.0
3631,144.0,277.0,4.0
3632,327.0,270.0,3.0
3633,115.0,749.0,4.0
3634,89.0,236.0,4.0
3635,220.0,317.0,5.0
3636,127.0,282.0,5.0
3637,93.0,466.0,4.0
3638,220.0,1217.0,3.0
3639,280.0,331.0,4.0
3640,293.0,538.0,4.0
3641,299.0,947.0,4.0
3642,325.0,152.0,4.0
3643,61.0,27.0,3.0
3644,158.0,248.0,4.0
3645,75.0,810.0,4.0
3646,73.0,236.0,4.0
3647,80.0,410.0,2.0
3648,279.0,226.0,3.0
3649,223.0,21.0,5.0
3650,63.0,76.0,3.0
3651,193.0,755.0,1.0
3652,14.0,19.0,3.0
3653,42.0,327.0,4.0
3654,243.0,99.0,4.0
3655,326.0,804.0,4.0
3656,20.0,927.0,3.0
3657,82.0,253.0,2.0
3658,13.0,21.0,3.0
3659,317.0,609.0,5.0
3660,91.0,755.0,3.0
3661,221.0,1077.0,2.0
3662,61.0,156.0,3.0
3663,12.0,839.0,3.0
3664,270.0,299.0,2.0
3665,58.0,12.0,5.0
3666,207.0,513.0,4.0
3667,288.0,814.0,3.0
3668,278.0,248.0,3.0
3669,325.0,49.0,5.0
3670,72.0,11.0,5.0
3671,27.0,233.0,4.0
3672,5.0,94.0,2.0
3673,89.0,353.0,3.0
3674,95.0,518.0,4.0
3675,6.0,626.0,3.0
3676,253.0,648.0,1.0
3677,327.0,518.0,5.0
3678,246.0,750.0,3.0
3679,44.0,471.0,3.0
3680,322.0,126.0,5.0
3681,267.0,565.0,3.0
3682,290.0,815.0,3.0
3683,58.0,404.0,3.0
3684,199.0,408.0,2.0
3685,331.0,974.0,3.0
3686,238.0,611.0,5.0
3687,21.0,398.0,4.0
3688,266.0,146.0,3.0
3689,234.0,318.0,4.0
3690,86.0,69.0,5.0
3691,215.0,142.0,2.0
3692,267.0,120.0,2.0
3693,238.0,316.0,5.0
3694,268.0,921.0,5.0
3695,206.0,467.0,4.0
3696,269.0,147.0,4.0
3697,183.0,558.0,3.0
3698,303.0,270.0,4.0
3699,330.0,478.0,2.0
3700,156.0,282.0,4.0
3701,238.0,182.0,5.0
3702,260.0,338.0,5.0
3703,300.0,57.0,4.0
3704,144.0,338.0,3.0
3705,9.0,320.0,4.0
3706,47.0,307.0,5.0
3707,320.0,630.0,4.0
3708,31.0,590.0,3.0
3709,124.0,1035.0,2.0
3710,0.0,83.0,4.0
3711,20.0,741.0,3.0
3712,21.0,185.0,5.0
3713,291.0,323.0,3.0
3714,71.0,128.0,4.0
3715,255.0,641.0,4.0
3716,91.0,1094.0,2.0
3717,72.0,474.0,4.0
3718,289.0,273.0,4.0
3719,82.0,542.0,2.0
3720,55.0,596.0,3.0
3721,82.0,215.0,4.0
3722,214.0,21.0,3.0
3723,100.0,368.0,2.0
3724,327.0,520.0,4.0
3725,306.0,174.0,4.0
